user_id,gender,age,food_item,food_type,order_time,calories,mood_score,stress_level,activity_level,responded_to_nudge
U0780,Female,76,kimchi,healthy,Morning,666,10,1,Active,yes
U0781,Male,18,fried rice,junk,Afternoon,844,3,3,Moderate,yes
U0782,Male,68,sushi,healthy,Afternoon,542,3,2,Moderate,no
U0783,Male,42,ramen,junk,Night,746,1,2,Moderate,yes
U0784,Male,77,kimchi,healthy,Afternoon,1068,1,2,Sedentary,no
U0785,Male,25,boba tea,junk,Night,765,7,1,Active,no
U0786,Male,79,pho,balanced,Afternoon,546,4,2,Moderate,no
U0787,Male,45,sushi,healthy,Morning,540,7,1,Active,no
U0788,Female,24,teriyaki chicken,balanced,Night,786,2,2,Sedentary,no
U0789,Male,21,kimchi,healthy,Morning,687,5,2,Sedentary,no
U0790,Female,39,fried rice,junk,Afternoon,891,2,3,Sedentary,yes
U0791,Male,39,boba tea,junk,Night,686,5,2,Moderate,no
U0792,Female,77,fried rice,junk,Afternoon,609,1,3,Sedentary,no
U0793,Female,25,teriyaki chicken,balanced,Afternoon,714,3,2,Moderate,yes
U0794,Female,76,spring rolls,healthy,Evening,642,9,1,Active,no
U0795,Female,23,dumplings,balanced,Afternoon,923,10,2,Active,yes
U0796,Female,33,fried rice,junk,Evening,661,7,1,Active,no
U0797,Female,62,fried rice,junk,Afternoon,1092,2,3,Sedentary,yes
U0798,Male,52,kimchi,healthy,Night,990,9,1,Active,yes
U0799,Male,68,sushi,healthy,Afternoon,1117,2,3,Moderate,no
U0800,Male,36,sushi,healthy,Morning,702,2,3,Moderate,no
U0801,Female,35,kimchi,healthy,Afternoon,373,1,2,Moderate,no
U0802,Male,75,boba tea,junk,Evening,763,3,3,Moderate,no
U0803,Male,70,boba tea,junk,Afternoon,896,7,2,Active,yes
U0804,Male,33,teriyaki chicken,balanced,Morning,1166,2,3,Sedentary,no
U0805,Female,44,teriyaki chicken,balanced,Afternoon,643,3,3,Moderate,no
U0806,Male,35,tofu stir-fry,healthy,Night,951,5,2,Moderate,yes
U0807,Female,46,ramen,junk,Afternoon,770,2,3,Sedentary,yes
U0808,Male,30,dumplings,balanced,Morning,868,5,3,Moderate,yes
U0809,Male,24,boba tea,junk,Evening,1001,2,3,Sedentary,no
U0810,Female,78,fried rice,junk,Night,1014,10,1,Active,yes
U0811,Male,42,spring rolls,healthy,Morning,937,4,2,Moderate,yes
U0812,Female,33,ramen,junk,Morning,505,9,1,Active,yes
U0813,Female,25,teriyaki chicken,balanced,Evening,428,1,3,Moderate,no
U0814,Male,65,teriyaki chicken,balanced,Night,586,2,2,Sedentary,no
U0815,Female,35,boba tea,junk,Night,702,1,2,Moderate,yes
U0816,Female,51,kimchi,healthy,Night,657,4,3,Moderate,no
U0817,Female,34,kimchi,healthy,Afternoon,1116,3,3,Moderate,no
U0818,Female,76,sushi,healthy,Morning,821,9,1,Active,yes
U0819,Male,22,dumplings,balanced,Night,351,8,1,Active,no
U0820,Male,76,teriyaki chicken,balanced,Night,767,4,3,Sedentary,no
U0821,Female,64,boba tea,junk,Afternoon,622,7,2,Active,no
U0822,Male,50,fried rice,junk,Afternoon,830,8,2,Active,no
U0823,Female,31,spring rolls,healthy,Morning,1209,1,3,Moderate,no
U0824,Male,19,teriyaki chicken,balanced,Evening,771,3,3,Sedentary,no
U0825,Female,68,dumplings,balanced,Morning,809,2,3,Moderate,no
U0826,Female,79,sushi,healthy,Afternoon,989,3,3,Sedentary,yes
U0827,Male,28,boba tea,junk,Afternoon,589,1,3,Moderate,no
U0828,Female,26,spring rolls,healthy,Evening,1002,7,1,Active,no
U0829,Male,34,fried rice,junk,Morning,663,2,3,Sedentary,no
U0830,Male,35,kimchi,healthy,Evening,592,9,2,Active,no
U0831,Female,53,ramen,junk,Evening,416,1,3,Moderate,no
U0832,Female,24,fried rice,junk,Morning,938,4,3,Sedentary,no
U0833,Male,56,tofu stir-fry,healthy,Night,496,7,1,Active,no
U0834,Female,79,tofu stir-fry,healthy,Afternoon,1002,4,2,Sedentary,no
U0835,Male,75,tofu stir-fry,healthy,Morning,882,5,2,Moderate,yes
U0836,Male,46,dumplings,balanced,Night,622,10,1,Active,yes
U0837,Male,29,sushi,healthy,Morning,649,3,3,Moderate,yes
U0838,Male,69,boba tea,junk,Night,813,10,1,Active,yes
U0839,Female,78,boba tea,junk,Afternoon,1181,7,2,Active,no
U0840,Male,36,dumplings,balanced,Morning,708,4,3,Sedentary,no
U0841,Female,33,spring rolls,healthy,Night,590,7,1,Active,yes
U0842,Female,75,spring rolls,healthy,Night,569,9,1,Active,yes
U0843,Female,34,kimchi,healthy,Night,742,10,1,Active,yes
U0844,Male,21,boba tea,junk,Night,937,2,2,Sedentary,no
U0845,Female,49,spring rolls,healthy,Afternoon,848,3,2,Moderate,no
U0846,Male,37,teriyaki chicken,balanced,Afternoon,843,1,2,Sedentary,no
U0847,Male,42,kimchi,healthy,Afternoon,593,1,3,Sedentary,yes
U0848,Male,42,teriyaki chicken,balanced,Night,646,3,2,Moderate,no
U0849,Male,73,tofu stir-fry,healthy,Afternoon,835,1,3,Moderate,no
U0850,Male,33,sushi,healthy,Afternoon,677,4,3,Sedentary,no
U0851,Female,43,pho,balanced,Evening,1000,5,3,Moderate,no
U0852,Male,25,ramen,junk,Evening,692,4,3,Moderate,no
U0853,Female,54,tofu stir-fry,healthy,Night,797,10,1,Active,yes
U0854,Male,20,tofu stir-fry,healthy,Morning,732,10,1,Active,no
U0855,Male,26,ramen,junk,Evening,1048,1,3,Moderate,no
U0856,Male,40,tofu stir-fry,healthy,Evening,1011,5,2,Moderate,no
U0857,Male,57,fried rice,junk,Morning,699,2,2,Sedentary,no
U0858,Female,79,dumplings,balanced,Afternoon,933,5,2,Sedentary,no
U0859,Female,31,fried rice,junk,Evening,952,5,3,Moderate,no
U0860,Male,55,fried rice,junk,Morning,1076,5,2,Moderate,yes
U0861,Male,78,dumplings,balanced,Morning,899,9,1,Active,yes
U0862,Male,62,kimchi,healthy,Night,556,7,2,Active,yes
U0863,Male,45,ramen,junk,Evening,1104,7,1,Active,no
U0864,Female,55,sushi,healthy,Morning,506,10,1,Active,no
U0865,Male,66,boba tea,junk,Night,948,8,1,Active,yes
U0866,Female,76,sushi,healthy,Evening,655,2,3,Moderate,no
U0867,Female,24,fried rice,junk,Evening,829,2,3,Sedentary,yes
U0868,Male,54,fried rice,junk,Morning,752,4,3,Sedentary,no
U0869,Male,72,sushi,healthy,Afternoon,654,7,2,Active,no
U0870,Male,49,spring rolls,healthy,Afternoon,499,2,2,Moderate,yes
U0871,Male,50,teriyaki chicken,balanced,Morning,679,1,3,Moderate,no
U0872,Female,43,boba tea,junk,Evening,301,7,1,Active,no
U0873,Female,52,spring rolls,healthy,Afternoon,1247,9,1,Active,no
U0874,Female,52,sushi,healthy,Night,870,8,1,Active,yes
U0875,Female,57,spring rolls,healthy,Afternoon,685,5,2,Moderate,no
U0876,Female,33,boba tea,junk,Afternoon,1077,5,3,Sedentary,no
U0877,Male,23,fried rice,junk,Afternoon,641,1,2,Sedentary,no
U0878,Female,79,boba tea,junk,Morning,909,4,3,Moderate,no
U0879,Male,77,fried rice,junk,Night,626,3,2,Moderate,no
U0880,Male,18,sushi,healthy,Afternoon,748,10,2,Active,yes
U0881,Male,29,tofu stir-fry,healthy,Afternoon,807,8,2,Active,yes
U0882,Male,53,ramen,junk,Evening,988,9,1,Active,yes
U0883,Male,38,sushi,healthy,Evening,1160,3,2,Sedentary,no
U0884,Female,28,fried rice,junk,Evening,421,9,2,Active,no
U0885,Male,43,boba tea,junk,Evening,749,1,3,Sedentary,no
U0886,Female,74,boba tea,junk,Afternoon,978,1,2,Sedentary,yes
U0887,Male,69,teriyaki chicken,balanced,Morning,883,8,1,Active,yes
U0888,Female,76,spring rolls,healthy,Evening,868,3,3,Sedentary,no
U0889,Male,65,pho,balanced,Night,1034,4,3,Moderate,yes
U0890,Female,64,sushi,healthy,Afternoon,839,2,3,Sedentary,no
U0891,Male,56,ramen,junk,Morning,854,4,3,Sedentary,no
U0892,Male,56,boba tea,junk,Night,756,7,2,Active,yes
U0893,Male,56,fried rice,junk,Morning,1078,3,2,Moderate,yes
U0894,Female,77,tofu stir-fry,healthy,Night,894,5,3,Sedentary,yes
U0895,Female,78,dumplings,balanced,Afternoon,479,10,1,Active,no
U0896,Male,74,fried rice,junk,Night,1028,5,3,Moderate,no
U0897,Male,56,boba tea,junk,Morning,1071,1,2,Moderate,no
U0898,Male,73,kimchi,healthy,Night,461,7,2,Active,yes
U0899,Male,70,pho,balanced,Morning,797,9,1,Active,yes
U0900,Female,79,fried rice,junk,Morning,1007,3,2,Sedentary,no
U0901,Female,62,teriyaki chicken,balanced,Morning,1102,2,2,Moderate,no
U0902,Female,58,spring rolls,healthy,Night,475,1,3,Moderate,no
U0903,Male,22,tofu stir-fry,healthy,Evening,702,8,1,Active,yes
U0904,Male,61,boba tea,junk,Morning,1022,3,3,Sedentary,no
U0905,Female,36,kimchi,healthy,Morning,906,4,3,Moderate,yes
U0906,Female,41,sushi,healthy,Morning,576,1,2,Sedentary,yes
U0907,Female,23,dumplings,balanced,Evening,1071,7,1,Active,no
U0908,Female,43,teriyaki chicken,balanced,Night,524,2,2,Moderate,no
U0909,Male,69,boba tea,junk,Night,458,3,2,Sedentary,no
U0910,Female,70,tofu stir-fry,healthy,Afternoon,779,10,2,Active,no
U0911,Female,19,ramen,junk,Night,895,10,1,Active,yes
U0912,Female,24,kimchi,healthy,Night,1058,8,1,Active,yes
U0913,Female,75,spring rolls,healthy,Evening,945,2,2,Moderate,yes
U0914,Male,26,fried rice,junk,Morning,746,3,2,Sedentary,yes
U0915,Male,50,sushi,healthy,Evening,752,3,3,Sedentary,no
U0916,Male,41,ramen,junk,Afternoon,954,8,2,Active,no
U0917,Female,24,kimchi,healthy,Evening,569,10,1,Active,yes
U0918,Female,29,pho,balanced,Evening,717,5,2,Sedentary,no
U0919,Female,61,dumplings,balanced,Night,1185,8,1,Active,no
U0920,Female,31,spring rolls,healthy,Evening,1303,3,2,Sedentary,no
U0921,Female,53,spring rolls,healthy,Night,718,9,2,Active,no
U0922,Male,75,boba tea,junk,Morning,592,3,3,Sedentary,no
U0923,Male,77,boba tea,junk,Afternoon,772,3,3,Sedentary,no
U0924,Male,75,teriyaki chicken,balanced,Night,992,5,2,Sedentary,no
U0925,Female,79,ramen,junk,Afternoon,937,2,3,Moderate,no
U0926,Male,64,fried rice,junk,Evening,1203,9,1,Active,no
U0927,Male,54,ramen,junk,Evening,716,2,2,Moderate,no
U0928,Female,28,tofu stir-fry,healthy,Afternoon,1003,4,3,Sedentary,no
U0929,Male,22,kimchi,healthy,Morning,983,2,2,Moderate,yes
U0930,Male,63,kimchi,healthy,Night,1312,8,1,Active,yes
U0931,Female,24,tofu stir-fry,healthy,Evening,948,5,2,Sedentary,no
U0932,Male,61,pho,balanced,Afternoon,653,8,2,Active,yes
U0933,Female,79,ramen,junk,Night,852,2,3,Sedentary,yes
U0934,Female,46,pho,balanced,Morning,505,4,3,Sedentary,no
U0935,Female,70,ramen,junk,Afternoon,769,9,1,Active,yes
U0936,Female,72,tofu stir-fry,healthy,Night,659,9,1,Active,no
U0937,Male,27,teriyaki chicken,balanced,Afternoon,1106,2,3,Moderate,no
U0938,Female,53,boba tea,junk,Evening,864,4,3,Sedentary,no
U0939,Female,64,teriyaki chicken,balanced,Night,596,8,2,Active,yes
U0940,Female,69,kimchi,healthy,Morning,881,1,2,Sedentary,yes
U0941,Male,72,sushi,healthy,Evening,1063,2,2,Moderate,no
U0942,Female,66,dumplings,balanced,Morning,611,7,2,Active,no
U0943,Male,36,kimchi,healthy,Night,571,2,2,Moderate,no
U0944,Female,62,sushi,healthy,Evening,1325,2,3,Sedentary,no
U0945,Female,20,ramen,junk,Evening,812,2,2,Sedentary,yes
U0946,Male,54,fried rice,junk,Afternoon,951,5,3,Sedentary,no
U0947,Male,68,teriyaki chicken,balanced,Evening,345,9,2,Active,yes
U0948,Female,47,teriyaki chicken,balanced,Evening,996,3,3,Moderate,yes
U0949,Male,77,pho,balanced,Afternoon,1090,1,2,Sedentary,no
U0950,Male,77,pho,balanced,Morning,479,4,3,Moderate,yes
U0951,Female,77,dumplings,balanced,Afternoon,589,4,3,Moderate,no
U0952,Female,54,kimchi,healthy,Night,1177,7,2,Active,yes
U0953,Male,42,pho,balanced,Afternoon,724,3,3,Moderate,no
U0954,Male,42,tofu stir-fry,healthy,Evening,607,1,2,Moderate,yes
U0955,Female,35,fried rice,junk,Afternoon,655,4,3,Moderate,no
U0956,Male,22,tofu stir-fry,healthy,Night,660,8,1,Active,yes
U0957,Male,51,dumplings,balanced,Morning,911,3,2,Moderate,no
U0958,Male,25,sushi,healthy,Morning,751,7,1,Active,yes
U0959,Male,66,dumplings,balanced,Evening,1026,1,3,Sedentary,no
U0960,Male,19,kimchi,healthy,Afternoon,757,7,1,Active,yes
U0961,Female,30,sushi,healthy,Night,703,10,2,Active,no
U0962,Male,23,pho,balanced,Night,536,4,3,Sedentary,yes
U0963,Female,41,ramen,junk,Afternoon,1073,10,1,Active,no
U0964,Male,47,sushi,healthy,Afternoon,920,7,2,Active,yes
U0965,Female,18,kimchi,healthy,Afternoon,689,3,2,Sedentary,no
U0966,Female,77,boba tea,junk,Night,591,10,2,Active,yes
U0967,Female,43,boba tea,junk,Afternoon,616,9,2,Active,yes
U0968,Female,44,spring rolls,healthy,Evening,1011,2,3,Sedentary,no
U0969,Male,61,teriyaki chicken,balanced,Morning,824,7,1,Active,yes
U0970,Male,56,dumplings,balanced,Morning,964,4,2,Moderate,no
U0971,Male,54,spring rolls,healthy,Afternoon,607,7,2,Active,no
U0972,Male,45,boba tea,junk,Afternoon,1169,7,1,Active,yes
U0973,Male,50,teriyaki chicken,balanced,Afternoon,927,10,2,Active,no
U0974,Male,77,teriyaki chicken,balanced,Morning,1247,3,3,Sedentary,no
U0975,Female,23,spring rolls,healthy,Afternoon,452,3,3,Moderate,no
U0976,Male,44,teriyaki chicken,balanced,Afternoon,882,4,3,Moderate,no
U0977,Female,30,fried rice,junk,Afternoon,589,10,2,Active,yes
U0978,Male,23,spring rolls,healthy,Night,421,2,2,Sedentary,yes
U0979,Male,18,kimchi,healthy,Evening,600,10,1,Active,yes
U0980,Female,40,pho,balanced,Morning,643,8,2,Active,yes
U0981,Female,42,ramen,junk,Morning,1129,9,1,Active,yes
U0982,Male,67,fried rice,junk,Morning,1268,1,2,Moderate,no
U0983,Female,38,pho,balanced,Afternoon,905,4,2,Sedentary,no
U0984,Male,65,ramen,junk,Morning,1035,1,2,Moderate,no
U0985,Female,63,sushi,healthy,Morning,925,2,2,Moderate,no
U0986,Male,58,tofu stir-fry,healthy,Afternoon,1204,3,2,Moderate,yes
U0987,Female,40,kimchi,healthy,Night,866,2,2,Sedentary,yes
U0988,Male,67,spring rolls,healthy,Morning,653,10,1,Active,no
U0989,Female,65,spring rolls,healthy,Afternoon,734,8,1,Active,yes
U0990,Male,25,kimchi,healthy,Afternoon,954,10,2,Active,yes
U0991,Female,52,kimchi,healthy,Evening,1040,3,3,Moderate,yes
U0992,Male,54,kimchi,healthy,Morning,922,3,2,Moderate,no
U0993,Male,47,pho,balanced,Morning,720,1,3,Sedentary,yes
U0994,Female,36,ramen,junk,Morning,714,4,3,Sedentary,no
U0995,Female,58,boba tea,junk,Evening,646,4,2,Sedentary,no
U0996,Male,49,pho,balanced,Evening,547,7,2,Active,yes
U0997,Female,63,sushi,healthy,Afternoon,1141,9,2,Active,no
U0998,Male,60,kimchi,healthy,Evening,953,2,3,Moderate,no
U0999,Female,50,sushi,healthy,Afternoon,793,8,1,Active,no
U1000,Male,77,fried rice,junk,Afternoon,828,8,1,Active,yes
